cpu_usage,memory_usage,disk_usage,network_latency,restart_count,probe_failures,node_cpu_pressure,node_memory_pressure,pod_age_minutes,failure_label
93.5,83.34,94.96,107.42,6,2,0,1,673,1
5.23,50.91,33.93,373.33,0,0,0,0,1254,0
56.59,56.16,14.3,78.39,0,0,1,0,1171,0
12.86,58.37,31.61,62.31,0,4,0,0,1411,0
33.25,77.77,14.48,282.83,4,0,0,1,381,1
32.29,1.97,54.88,10.1,0,2,1,0,612,0
49.47,33.83,91.38,223.47,0,0,0,0,903,0
7.97,95.3,74.28,83.37,0,0,0,0,1488,0
78.06,81.66,56.86,111.55,0,0,1,1,1050,1
5.55,49.69,79.97,330.78,1,0,0,0,150,0
68.43,42.75,67.69,159.81,0,1,0,0,505,0
25.89,19.28,24.21,374.28,0,0,0,0,578,0
96.64,89.28,80.58,60.45,4,1,1,1,1209,1
87.69,79.7,13.57,328.54,4,2,1,1,470,1
64.53,68.19,82.77,36.16,2,3,1,0,1968,0
8.58,7.04,24.92,421.49,2,0,0,0,1589,0
62.31,17.0,51.31,261.14,0,0,1,1,153,0
87.88,88.54,4.67,235.89,7,4,1,0,1427,1
90.5,90.84,34.78,334.8,8,3,1,0,1583,1
41.72,59.19,20.88,403.54,1,0,0,0,1324,0
94.84,76.31,31.92,449.05,7,2,1,1,1329,1
64.23,53.21,38.12,399.78,3,0,0,0,1687,0
61.51,95.95,85.34,380.98,8,0,0,0,1475,1
52.76,69.92,20.28,38.74,4,0,1,0,1120,0
63.8,7.04,75.41,458.0,3,2,0,0,1242,0
31.38,58.72,8.56,39.03,0,0,0,0,376,0
19.28,22.16,28.61,305.79,0,1,0,0,1967,0
92.4,94.05,22.76,340.0,8,5,1,1,1949,1
98.68,71.91,7.74,250.57,4,3,0,0,145,1
7.9,51.91,50.13,110.9,2,0,0,0,1694,0
92.37,96.09,19.94,272.81,8,2,1,1,1387,1
81.67,87.28,30.63,355.22,6,1,1,0,652,1
92.39,78.0,24.92,371.66,6,1,0,0,842,1
25.94,42.07,31.19,44.73,0,0,0,0,346,0
44.03,57.14,68.12,173.06,0,0,0,0,1360,0
40.15,24.45,61.22,343.58,0,0,1,0,1824,1
22.42,37.94,92.64,50.88,1,4,1,0,1501,1
49.03,38.95,78.29,245.31,0,0,0,0,605,0
21.89,74.37,84.38,290.19,0,0,0,1,1428,1
17.3,25.91,79.69,243.6,1,0,0,0,201,0
78.89,97.22,69.08,351.49,6,2,1,1,3,1
32.41,39.5,23.39,323.4,0,1,0,0,1237,0
86.34,96.9,77.87,468.98,7,4,0,1,367,1
26.01,14.98,35.4,410.63,0,0,0,0,1255,0
80.32,96.06,63.87,396.52,0,2,0,0,146,1
85.29,90.53,50.2,345.1,0,4,1,0,635,1
4.82,3.17,9.52,337.84,0,0,0,0,1956,0
2.39,17.01,89.5,208.87,4,0,0,0,845,1
25.14,62.8,1.09,492.58,0,3,0,1,1111,1
36.86,91.22,68.38,139.12,1,0,1,0,890,1
91.63,94.16,61.18,73.49,5,3,1,1,1348,1
96.52,93.03,9.98,393.64,3,4,1,1,375,1
11.93,6.87,25.68,36.71,1,2,0,0,835,0
20.33,61.25,20.0,302.75,0,0,0,0,366,1
59.86,26.44,6.33,248.69,0,1,0,0,398,0
76.26,36.89,22.05,245.07,0,0,0,0,1382,1
12.42,56.32,99.31,266.16,0,0,0,0,487,0
78.95,78.27,62.86,491.47,3,3,1,1,1689,1
95.66,60.69,53.38,106.89,0,3,0,0,454,0
75.05,98.53,90.46,497.6,5,5,1,1,505,1
69.15,40.97,69.09,465.55,0,0,0,0,506,0
65.69,0.35,46.46,289.39,1,2,0,0,1151,0
93.08,80.68,32.85,217.17,5,4,1,0,813,1
54.88,70.39,66.69,125.5,1,4,0,0,29,0
76.24,76.99,61.58,493.07,6,5,1,1,270,1
22.68,36.03,66.86,197.66,0,0,0,0,1370,0
1.56,42.58,83.84,445.81,2,0,0,0,1609,0
43.72,8.73,9.14,142.95,0,0,0,0,781,0
97.52,12.72,69.55,141.24,2,0,0,1,1435,1
81.48,35.07,48.94,376.68,0,0,0,0,359,0
57.05,64.57,91.94,31.27,0,0,0,0,1457,0
1.66,62.49,30.42,385.82,1,1,0,0,1092,0
54.74,6.5,20.13,204.84,2,1,0,0,733,0
14.13,34.05,58.17,280.26,2,3,0,0,1531,1
11.12,72.57,94.69,264.43,2,4,0,0,1888,1
90.12,90.33,99.32,102.94,6,4,1,1,1996,1
7.89,49.68,89.22,420.71,0,0,0,0,1440,0
35.86,13.86,1.45,53.29,0,1,0,0,1366,0
28.76,43.72,35.04,4.64,2,0,0,0,1572,0
32.74,48.55,40.4,238.39,3,0,0,0,386,0
59.0,8.17,43.33,350.65,1,0,0,0,317,0
12.96,41.24,3.51,408.03,0,0,0,0,798,0
98.75,99.63,58.19,137.21,5,1,1,0,1236,1
88.05,80.93,14.85,378.02,8,2,1,1,1033,1
20.07,90.43,88.03,212.41,2,2,1,0,101,1
93.92,86.15,53.75,124.63,0,0,0,0,1968,1
3.63,2.03,90.24,420.43,5,1,0,0,343,1
94.4,94.05,12.72,5.51,5,3,1,1,255,1
7.1,60.2,8.83,336.87,1,0,1,0,886,0
26.76,7.65,15.47,459.14,1,0,0,0,87,0
80.7,80.17,81.5,260.83,3,3,1,1,345,1
51.55,21.78,78.77,308.11,1,2,0,0,615,1
20.59,24.95,3.4,15.69,0,0,0,1,1612,0
2.29,6.99,4.91,15.5,1,3,0,0,39,0
28.59,10.73,94.51,384.0,2,0,0,0,175,0
20.46,39.7,34.27,454.87,0,0,0,0,623,1
63.8,5.79,62.31,109.97,0,0,0,0,822,0
36.54,19.86,61.46,93.58,4,3,0,0,1566,0
46.72,22.23,23.79,198.8,6,4,0,1,75,1
98.81,14.46,46.36,225.6,1,0,0,0,580,1
48.47,11.06,19.36,103.04,0,1,0,0,182,0
30.94,92.53,3.33,223.7,0,0,0,1,23,1
22.36,3.49,25.7,71.24,0,1,0,0,910,0
14.19,4.76,96.87,84.55,1,1,0,0,487,0
80.01,85.06,96.48,438.21,6,2,1,1,1577,1
27.7,27.74,17.23,378.87,0,0,1,1,1263,1
88.72,76.32,78.02,10.28,4,3,1,1,1846,1
52.59,51.16,9.4,477.99,0,0,0,0,5,0
20.86,10.52,90.3,110.46,2,0,1,0,165,0
76.72,76.32,19.12,147.93,8,1,0,1,549,1
43.68,5.41,67.59,334.75,1,0,0,0,1132,0
85.86,88.14,13.37,253.36,7,2,0,1,1386,1
11.49,76.05,59.34,398.53,0,3,0,0,67,0
51.79,64.87,85.68,486.48,0,1,0,0,431,0
1.0,26.05,20.04,108.87,3,0,0,0,988,0
99.81,73.1,6.73,20.98,5,3,0,1,1620,1
82.18,91.8,4.0,497.84,8,5,1,0,1749,1
9.87,16.63,20.33,404.6,0,0,0,0,1841,0
81.5,94.99,61.15,49.03,7,2,0,0,1129,1
0.77,2.64,49.67,234.73,1,2,0,0,926,0
24.41,9.02,62.79,159.1,0,0,0,0,1121,0
89.52,6.94,94.27,401.87,0,0,1,0,228,1
91.86,83.33,56.49,377.95,4,3,1,1,796,1
29.75,16.21,21.03,299.45,1,0,0,0,1784,0
12.0,57.07,46.98,105.42,0,2,0,0,1778,1
7.65,65.67,35.03,103.48,0,2,1,0,95,0
34.38,63.18,83.75,243.48,0,0,0,0,302,1
30.94,56.71,96.86,128.31,0,1,1,0,1198,0
91.1,81.07,91.35,493.12,4,3,1,0,1475,1
40.56,15.93,11.44,102.51,1,0,0,1,1053,1
58.13,28.78,52.34,492.31,1,0,0,0,793,0
23.15,38.28,55.01,29.26,3,0,0,0,1830,0
19.01,69.79,12.98,197.6,1,0,0,1,193,0
22.44,71.45,4.67,228.92,1,0,0,1,1597,0
3.75,44.84,85.51,326.24,0,0,0,0,1543,0
6.81,59.98,85.48,26.93,0,0,0,0,1650,0
30.39,8.51,49.82,61.15,0,3,0,0,784,1
71.42,62.06,2.34,349.57,8,0,1,0,977,1
25.73,48.31,36.08,466.48,1,0,0,0,194,0
44.39,44.84,76.35,131.48,0,0,0,0,44,0
39.27,4.73,6.29,186.59,0,0,0,0,141,0
16.45,54.88,51.76,380.56,0,0,0,0,2,0
38.11,55.26,78.87,446.62,0,0,0,0,1178,0
54.29,38.84,99.67,169.82,0,0,0,0,1942,0
69.52,26.51,65.39,416.77,0,0,0,1,1459,0
64.96,1.68,3.59,189.15,1,0,0,1,1718,1
33.48,63.13,35.8,11.61,1,1,0,0,1211,0
88.74,99.37,14.28,437.15,7,5,1,1,2,1
87.94,81.94,60.08,54.91,8,4,1,1,1074,1
98.38,70.46,62.02,225.56,6,3,1,1,1376,1
46.99,32.68,78.44,284.96,1,2,0,0,671,0
29.45,53.2,23.62,429.8,2,4,1,0,1118,1
30.91,53.05,83.34,42.78,0,0,0,0,1133,0
76.86,76.73,63.15,222.11,4,2,1,1,1839,1
6.08,58.73,39.39,253.54,2,1,0,1,819,0
80.89,20.18,36.6,239.47,1,5,0,0,437,1
93.05,82.54,98.01,389.11,3,4,0,0,1165,1
78.12,21.94,94.79,388.99,1,0,0,0,1628,1
79.9,3.52,50.49,67.34,2,2,1,1,922,1
28.72,71.5,19.12,260.35,1,0,0,1,303,0
29.54,36.74,45.51,188.99,0,0,0,0,622,0
95.55,79.27,5.79,21.2,8,4,1,1,331,1
87.77,91.69,6.48,132.09,8,4,0,1,1729,1
31.36,32.18,94.29,359.15,4,1,0,1,1598,1
19.23,54.42,62.8,433.18,4,0,0,1,1672,1
99.12,95.48,76.67,455.1,5,3,0,0,83,1
69.0,81.66,89.51,399.63,0,1,1,0,116,1
79.12,98.13,52.15,194.1,6,2,0,1,1287,1
81.72,45.23,79.82,412.49,0,0,0,0,92,1
59.47,23.38,52.12,71.04,1,1,0,0,1881,0
29.04,53.25,76.84,445.89,4,4,1,0,126,1
18.3,12.11,37.58,330.56,0,0,0,0,1639,0
81.35,31.28,39.74,378.8,4,3,1,0,1498,1
53.8,94.71,76.31,364.9,0,0,0,0,370,0
78.58,84.36,59.24,74.41,1,2,0,1,1822,0
18.71,95.19,50.31,323.55,0,1,0,0,1166,1
81.57,78.28,66.43,293.14,6,4,0,1,1480,1
4.23,47.49,82.46,265.67,1,0,0,0,1996,0
79.19,59.74,60.37,53.73,0,1,1,0,101,0
30.15,42.78,61.46,174.47,1,4,0,0,1401,0
98.6,88.75,51.68,106.14,2,2,0,1,1390,1
10.48,54.59,77.63,415.27,0,0,0,0,1867,0
92.58,89.34,1.55,132.85,8,1,0,1,1550,1
79.96,79.14,17.69,58.2,1,1,0,1,188,1
1.18,48.98,74.9,432.48,0,0,0,0,891,1
97.09,26.16,7.62,107.61,5,2,1,0,1086,1
97.75,98.32,51.15,73.71,4,1,1,0,196,1
42.67,0.44,85.4,241.15,1,2,0,0,479,0
93.7,8.8,18.05,62.4,2,1,1,0,1000,1
91.84,11.3,43.13,473.57,0,1,1,0,1314,0
71.93,30.71,15.25,219.2,5,0,0,0,1070,1
15.94,44.34,96.87,273.52,0,0,0,0,1032,0
23.96,80.2,90.2,334.63,1,1,0,1,1754,0
23.33,11.94,57.9,491.29,1,2,0,0,1336,1
24.96,43.42,36.7,289.99,1,0,0,0,315,0
75.85,98.17,1.94,444.17,8,5,1,1,41,1
83.01,38.4,3.23,401.85,1,0,0,0,1808,0
57.16,95.09,43.45,84.34,1,0,0,1,299,1
94.91,77.33,23.36,466.77,4,2,1,1,226,1
42.7,10.41,32.13,335.15,0,0,1,1,1292,1
59.11,25.69,52.27,196.13,1,2,1,1,954,1
83.12,88.39,68.41,220.74,6,1,1,0,228,1
76.97,63.23,78.6,443.14,1,1,0,0,740,0
18.17,58.18,69.25,138.9,1,0,0,0,331,0
58.19,51.22,59.38,485.86,4,2,0,1,1326,0
46.51,26.14,79.55,468.35,0,0,0,0,771,0
1.16,31.84,37.85,154.78,1,1,0,1,1979,1
5.52,60.28,82.4,366.96,0,3,0,0,426,0
78.12,99.59,63.25,212.32,2,1,1,0,1167,1
77.35,8.08,58.0,293.76,1,0,0,0,732,0
21.36,86.43,76.47,356.84,0,0,0,0,1103,0
76.09,78.54,57.98,202.26,2,4,0,1,1806,1
42.11,13.2,64.25,24.52,0,2,1,0,967,1
75.58,81.19,14.01,437.45,8,3,1,1,447,1
26.81,51.12,89.25,156.24,0,0,0,1,1544,1
89.68,96.17,38.33,346.78,4,4,1,1,1308,1
26.07,40.15,0.48,190.95,2,0,0,0,634,0
96.88,96.5,32.48,105.37,2,2,0,0,1776,0
6.71,54.09,5.07,286.18,1,2,1,0,771,0
83.19,85.58,61.72,97.48,6,4,0,0,238,1
61.64,83.8,58.23,281.17,2,0,0,0,1426,0
24.57,60.07,97.78,242.25,1,0,0,0,343,0
50.68,42.39,57.42,262.85,0,0,0,0,1051,0
77.58,45.56,55.27,289.02,0,0,1,0,871,1
74.79,14.86,73.42,349.45,0,1,0,0,1463,0
85.09,76.37,18.11,182.09,8,4,1,1,1659,1
15.25,13.44,48.72,416.52,1,0,0,0,1598,0
52.31,2.11,4.59,163.22,1,2,0,0,400,1
85.57,94.56,29.56,31.22,2,2,0,0,771,1
57.07,74.8,83.38,57.09,3,0,0,0,490,0
45.78,3.94,68.14,6.69,0,0,0,0,392,0
52.12,41.47,77.14,236.81,0,1,0,0,1719,0
91.48,71.18,16.85,133.46,4,5,0,1,323,1
9.6,2.58,98.36,34.68,3,0,0,0,185,0
87.87,91.8,1.05,62.43,7,2,0,1,1793,1
85.3,91.49,45.39,456.31,2,1,0,0,306,1
85.26,96.15,70.18,42.91,8,3,0,1,883,1
93.78,79.03,79.15,144.9,1,1,0,0,1459,1
19.61,52.9,70.66,364.72,0,1,0,0,785,1
0.13,9.47,19.3,498.37,0,2,0,0,1948,0
88.31,95.5,68.64,159.2,8,2,0,1,1409,1
35.41,25.15,87.61,108.0,0,0,0,0,1937,0
94.46,98.54,4.18,228.79,8,3,1,1,253,1
51.34,28.37,48.02,243.79,1,0,0,0,1001,0
86.69,76.96,79.37,56.46,5,3,1,0,301,1
95.37,70.55,11.47,28.7,5,3,1,1,1629,1
92.14,75.75,54.33,324.45,3,5,1,1,440,1
24.93,18.93,17.53,386.03,2,1,0,0,1465,0
38.2,67.28,72.59,254.43,3,1,0,0,1853,1
56.59,62.9,12.11,133.94,1,1,0,0,953,0
88.19,73.07,57.11,327.73,3,2,1,0,803,1
46.58,72.61,88.12,6.33,1,0,0,0,408,0
7.58,43.15,3.66,473.46,1,1,1,0,1042,0
19.63,36.64,65.71,238.17,0,0,0,0,502,0
75.41,18.28,38.76,320.31,2,0,0,0,1330,0
90.49,74.79,65.38,282.58,5,3,0,1,1436,1
92.71,91.13,17.34,341.32,2,3,1,0,1555,1
40.71,29.26,0.5,71.16,2,3,0,0,413,1
92.01,1.62,45.72,168.3,1,0,0,0,1895,0
68.08,23.75,81.08,278.3,1,0,0,0,564,0
52.97,9.6,65.9,421.04,0,0,0,0,213,0
93.61,78.31,20.65,468.14,6,2,1,0,124,1
88.79,96.07,73.52,179.12,3,4,1,1,1598,1
34.45,79.62,13.34,184.48,0,3,1,0,1919,1
8.23,11.5,46.64,494.64,0,0,0,0,108,0
91.89,70.77,88.15,493.28,2,2,1,1,915,1
58.64,31.92,69.62,273.58,2,3,0,1,274,1
99.52,42.53,99.5,458.69,0,0,0,0,309,1
26.09,39.2,45.32,101.25,0,3,1,0,403,1
38.6,40.36,35.61,207.0,4,1,0,0,329,0
11.64,41.63,13.66,474.83,0,0,0,0,1773,0
52.74,31.78,33.53,17.81,2,0,0,1,196,0
89.12,52.47,65.9,15.65,0,0,1,0,1843,0
60.24,76.08,48.61,239.63,0,0,0,1,1048,0
77.09,77.51,4.46,110.23,1,0,0,0,333,0
23.91,19.19,57.91,405.49,1,1,0,0,94,0
70.12,28.62,29.06,205.86,6,2,0,0,1538,0
67.84,80.28,19.96,412.78,5,2,1,0,784,1
36.9,35.34,71.22,104.0,0,0,1,0,290,0
93.66,83.93,57.12,472.04,6,2,1,1,860,1
40.55,57.17,64.07,462.72,6,4,1,0,1319,1
79.29,34.98,98.82,166.82,8,2,1,1,1800,1
79.12,92.84,72.88,2.31,5,3,1,1,64,1
48.96,32.85,1.78,439.02,0,1,0,0,189,0
44.13,54.44,51.85,316.3,1,2,0,0,1113,0
73.0,93.31,4.25,105.74,0,2,1,0,593,0
96.6,98.83,80.61,135.84,5,4,1,0,1191,1
81.28,99.75,53.49,169.74,2,3,0,1,193,1
98.22,84.55,83.73,310.44,8,5,1,1,1016,1
28.61,66.51,63.91,414.91,3,0,0,0,629,0
77.7,98.62,91.8,360.37,6,3,1,1,1476,1
42.51,59.79,60.38,76.26,0,0,0,0,1326,0
1.22,71.41,11.2,224.37,4,0,0,0,1661,0
78.18,99.27,68.01,202.28,6,5,0,0,184,1
26.89,58.84,44.14,170.03,0,1,1,1,1443,1
21.04,31.85,59.46,50.35,1,4,0,1,1274,0
13.01,2.76,77.83,65.68,1,0,0,0,1547,0
63.75,74.82,72.52,189.27,8,0,0,1,1387,1
79.18,92.17,22.22,452.36,3,3,1,1,681,1
23.22,18.85,35.05,445.5,4,1,0,0,1994,1
10.56,32.39,99.33,22.18,4,3,0,0,40,1
96.33,92.48,32.5,318.58,0,0,0,1,1215,1
90.39,59.52,31.54,171.05,1,2,0,1,1956,0
42.44,90.8,23.94,226.1,0,0,1,0,1272,1
86.24,82.02,24.38,107.23,3,4,1,1,1031,1
39.76,24.45,20.67,285.98,0,0,0,0,951,0
32.48,51.03,6.72,247.23,0,0,0,0,1157,0
29.21,5.63,61.62,350.28,0,0,0,0,1017,0
88.56,76.03,72.76,335.3,6,5,1,1,1457,1
87.68,90.23,38.11,114.63,2,3,1,1,1669,1
75.99,84.73,75.97,125.88,5,3,0,1,1461,1
50.12,13.42,48.69,441.55,0,0,0,0,623,0
33.17,83.67,35.7,186.37,0,2,0,0,91,0
67.0,76.58,41.97,74.76,0,0,1,0,1061,1
54.76,9.36,69.09,135.74,0,0,0,0,849,1
80.96,75.02,4.28,497.92,8,2,0,0,1733,1
53.68,25.04,5.54,89.58,0,0,0,1,423,0
60.59,92.07,28.11,424.71,0,0,0,0,560,1
97.28,72.95,9.91,307.08,0,1,0,0,1407,1
27.06,14.81,48.48,468.7,1,1,0,0,895,0
21.66,27.58,78.18,165.31,0,0,0,0,2000,0
1.64,10.97,3.06,293.74,0,0,0,0,1624,0
82.53,89.19,0.08,126.46,7,2,1,1,1643,1
41.1,68.6,78.95,159.38,0,3,0,0,1185,0
8.99,15.47,21.23,257.67,0,2,0,1,1600,0
30.46,23.9,22.5,416.93,0,0,0,0,1863,0
88.41,89.04,40.78,124.65,2,2,1,0,1053,1
37.31,20.34,80.34,476.48,0,0,0,0,710,0
27.94,24.41,52.62,403.84,1,4,0,0,521,0
45.24,18.89,21.0,9.18,1,4,0,0,641,1
40.7,85.72,31.13,97.91,3,1,1,1,884,1
15.0,37.0,31.43,336.34,0,0,0,0,1203,0
4.96,74.85,43.58,236.62,2,0,0,0,1840,0
29.89,6.53,83.79,64.88,0,0,0,0,1285,0
5.13,78.27,14.98,387.83,4,3,0,0,140,1
39.06,32.18,34.38,447.68,3,1,0,0,1476,0
98.39,72.29,62.4,110.39,7,4,0,0,264,1
73.69,50.58,72.64,18.47,0,0,1,0,576,0
26.96,29.86,31.8,213.0,2,2,1,0,1913,0
51.04,27.84,64.24,97.62,2,0,0,0,1178,0
93.9,74.33,75.52,48.59,4,3,0,1,538,1
57.13,45.34,77.51,255.67,1,0,0,0,227,0
79.46,80.22,41.19,226.67,5,4,0,0,1768,1
91.73,99.52,37.23,479.65,5,4,1,0,317,1
7.77,29.19,4.64,3.37,0,0,0,0,479,0
57.53,33.97,39.85,319.34,0,0,0,0,1312,0
54.78,26.1,45.24,266.36,0,0,0,0,1230,0
59.02,12.7,72.6,318.95,0,0,0,0,522,0
51.82,97.19,53.17,234.41,2,0,0,0,453,0
52.84,42.92,62.15,284.96,0,0,0,0,639,0
81.96,94.58,14.59,395.4,4,4,0,1,643,1
29.45,3.56,75.99,459.14,0,2,0,0,641,0
62.63,34.97,1.88,133.4,0,0,0,0,166,0
99.42,21.82,61.28,441.36,1,1,0,0,687,0
88.69,93.34,2.57,298.96,8,4,1,1,1625,1
14.36,65.59,20.65,13.3,3,0,0,1,1633,0
40.73,42.74,12.67,152.42,0,2,0,0,814,0
47.69,55.61,2.15,143.53,1,3,0,1,72,0
47.18,26.03,72.81,211.41,0,1,0,0,548,0
27.01,54.02,75.53,75.2,1,0,0,0,1212,0
42.67,26.47,91.35,310.87,0,0,0,0,339,0
98.87,96.37,62.71,444.62,4,3,0,0,848,1
70.96,51.5,52.19,244.6,1,0,0,0,402,0
41.46,75.82,96.33,6.31,2,0,0,1,1768,1
17.44,16.39,48.91,356.66,2,0,0,0,488,0
2.99,32.51,17.5,146.17,0,0,0,0,719,0
78.06,94.0,74.6,339.08,7,3,0,1,989,1
37.95,33.43,3.97,104.09,0,1,0,0,401,0
92.61,72.5,23.13,416.55,4,1,1,1,426,1
59.8,50.4,40.39,423.03,7,1,0,1,1552,0
86.95,55.67,40.28,367.42,0,0,0,1,597,1
4.84,65.0,35.37,449.68,1,1,0,0,1179,0
69.44,84.69,75.48,381.51,3,0,0,0,401,0
72.81,82.51,82.89,219.62,0,0,0,1,1669,0
83.87,99.15,75.98,402.55,4,4,1,1,1123,1
78.8,71.6,5.75,307.82,5,3,0,1,1255,1
94.34,87.47,25.07,395.61,4,3,0,1,346,1
19.14,15.43,6.34,168.25,0,1,0,0,90,0
48.73,1.04,77.18,138.8,0,2,0,1,937,0
74.2,63.24,83.65,167.34,0,0,0,1,1246,0
37.62,55.07,93.78,239.55,0,4,0,1,1595,0
0.03,33.72,36.8,201.33,1,1,0,1,679,0
92.09,80.56,95.18,66.84,4,2,1,0,1849,1
92.51,85.16,57.59,92.22,3,5,1,1,82,1
11.25,11.05,87.52,126.11,2,0,0,0,193,0
42.27,25.91,56.15,52.36,1,0,1,0,1708,0
41.9,51.73,65.53,45.7,0,2,0,0,1205,1
91.53,29.87,25.19,61.25,1,0,1,0,1564,0
95.39,89.13,77.86,184.08,1,3,0,0,386,1
91.31,92.24,60.65,394.2,2,2,1,1,1840,1
95.77,97.64,85.18,360.96,5,4,1,1,1287,1
58.11,39.91,12.03,358.46,2,0,1,1,1189,0
88.06,79.6,2.59,13.47,4,4,1,1,370,1
80.15,86.42,68.48,123.46,7,1,0,0,266,1
73.21,41.44,92.92,134.3,1,4,0,0,759,0
45.47,63.12,65.32,188.71,0,0,0,0,1616,0
49.51,42.18,47.29,204.58,1,0,0,0,1811,0
14.34,44.17,63.33,111.15,0,2,0,0,6,0
42.31,82.28,85.5,449.58,1,0,0,0,980,1
88.14,29.37,27.14,243.09,0,1,0,0,939,0
45.56,54.78,55.98,266.5,1,0,0,0,191,1
45.9,61.47,52.84,169.56,2,0,0,0,538,0
83.49,94.78,43.21,469.77,5,2,0,1,1867,1
17.63,2.43,82.92,302.21,0,0,0,0,1054,0
49.91,26.77,59.7,45.58,0,0,0,0,598,0
62.05,73.71,68.68,435.23,0,1,1,0,980,0
62.4,57.71,20.6,260.28,1,0,0,0,1807,0
26.17,49.53,93.06,67.67,3,0,0,1,1016,0
95.93,73.17,77.98,111.51,6,2,1,0,194,1
9.7,78.36,52.77,390.51,2,1,0,1,603,0
92.59,36.26,30.82,109.36,0,1,0,1,473,1
10.69,29.41,84.48,281.43,0,1,0,0,601,1
57.88,33.65,42.82,297.37,1,0,0,0,142,0
83.94,78.62,50.56,289.8,3,4,0,1,552,1
94.95,6.81,8.17,388.13,0,1,0,0,1390,0
17.85,9.61,46.62,150.43,4,1,0,1,1565,1
10.52,29.92,55.62,357.78,1,4,1,0,611,1
90.62,71.08,84.51,74.08,6,3,1,0,118,1
41.96,5.51,24.79,43.71,0,0,0,0,1779,0
63.22,90.75,64.01,427.8,0,0,1,0,1006,1
21.77,87.61,21.24,147.64,0,0,0,0,645,0
44.83,25.44,80.46,59.62,0,1,0,0,1430,0
56.7,23.03,75.73,128.47,0,0,0,0,1389,0
95.26,1.95,70.55,192.3,0,3,1,0,862,1
79.1,84.24,85.38,71.39,8,5,1,1,1039,1
30.72,88.93,39.15,395.27,0,0,0,0,902,0
78.88,98.83,69.97,193.21,6,4,1,1,1919,1
34.21,63.66,59.13,270.12,1,1,0,0,1371,1
79.49,75.65,28.4,13.67,7,1,1,1,1198,1
33.55,36.86,54.54,347.73,0,0,0,0,1914,1
43.74,40.14,32.78,108.17,2,0,0,0,593,0
90.62,74.48,40.66,179.6,1,0,1,0,1741,1
20.92,69.69,40.05,164.39,5,1,0,0,210,1
38.99,37.09,69.07,157.31,0,1,1,0,379,1
44.97,56.3,60.22,43.22,0,1,0,0,345,0
94.36,88.11,35.13,28.26,2,4,1,1,793,1
55.19,9.91,77.97,138.57,2,0,0,0,844,0
26.62,54.08,21.74,82.88,5,1,0,0,1965,1
4.72,36.66,7.68,463.54,2,0,0,0,141,0
32.02,46.18,96.74,177.77,0,0,0,0,1232,0
80.61,75.15,63.14,322.72,3,3,1,0,700,1
89.54,89.15,87.6,414.92,6,5,1,0,1355,1
95.73,42.4,50.42,412.24,0,3,0,0,215,1
0.29,11.34,37.83,345.62,1,1,0,1,1893,0
97.16,94.56,48.93,34.0,4,3,1,1,244,1
53.93,23.83,17.14,325.6,0,0,0,1,836,1
8.11,23.77,25.48,66.63,0,0,0,0,1657,0
92.85,83.48,30.82,36.0,8,5,1,1,1879,1
75.79,72.48,88.16,152.72,0,0,0,0,443,1
94.91,79.38,39.65,319.94,4,4,1,1,1639,1
98.01,63.81,3.6,8.85,2,1,0,1,1333,1
31.79,80.54,39.34,269.36,5,3,1,0,773,1
85.17,75.01,44.1,296.48,7,3,0,1,919,1
82.12,79.68,52.28,83.17,8,3,1,1,1050,1
96.24,92.45,4.94,353.74,3,3,1,0,1383,1
37.17,30.72,27.12,87.13,4,0,0,1,108,0
90.39,73.1,41.08,22.13,3,1,1,0,686,1
23.71,70.84,52.01,95.04,1,0,0,1,321,1
88.78,83.92,36.05,440.86,2,5,0,1,1027,1
76.25,93.18,88.82,455.17,2,2,1,1,1433,1
98.04,80.63,49.26,172.89,5,1,0,1,177,1
11.93,58.48,20.2,283.6,0,0,0,0,1071,1
59.99,67.19,25.76,428.11,2,3,0,0,307,0
93.0,83.52,1.93,396.34,3,4,0,0,315,1
29.53,28.12,44.74,403.91,6,3,1,1,862,1
91.51,75.43,20.21,170.54,8,2,0,0,1447,1
77.93,25.46,67.24,137.06,0,4,0,1,1554,1
88.17,99.32,40.22,133.53,2,0,0,0,591,0
11.8,24.37,9.44,263.16,1,0,0,0,721,0
27.28,54.16,37.71,175.68,2,0,0,0,260,0
98.17,93.74,29.19,87.78,7,4,1,1,906,1
46.0,63.45,90.22,142.08,0,0,1,1,416,1
11.99,70.79,39.47,450.52,0,0,0,0,58,0
71.34,8.43,94.77,284.69,0,1,1,0,1225,1
33.68,4.29,25.04,476.01,1,0,0,0,1245,0
22.08,42.26,3.14,250.6,0,0,0,0,1905,0
27.16,38.02,24.03,372.01,0,0,0,0,407,1
0.11,49.09,46.9,462.24,1,0,0,0,358,1
76.39,93.16,61.37,469.28,8,1,0,0,1790,1
99.64,67.77,99.11,413.49,0,3,1,0,1853,1
92.12,91.01,96.13,186.8,4,5,0,1,1442,1
68.27,9.45,41.93,82.86,1,1,0,0,932,0
79.69,94.49,38.21,157.1,6,1,1,1,1447,1
22.37,47.28,22.57,70.0,0,1,0,0,1530,0
95.9,84.32,73.07,22.78,4,2,0,1,784,1
82.93,85.3,34.64,331.87,8,1,0,0,146,1
16.19,50.56,92.88,91.83,3,2,0,0,1217,0
77.97,84.35,13.39,472.8,4,2,1,1,1995,1
15.26,13.07,71.8,71.66,0,0,0,0,119,0
